house_id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_basement,yr_built,yr_renovated,street,city
1044,785000,4,4,3070,4684,2,3,880,2009,0,2500-2556 NW Alpine Crest Way,Issaquah
1045,240000,2,2,1330,7200,1,3,0,1993,0,17451 42nd Ln S,SeaTac
1046,325000,3,1,990,6750,1,4,0,1947,1988,11502 Corliss Ave N,Seattle
1047,535800,4,3,1900,5790,2,3,0,1994,0,4136 258th Ave SE,Issaquah
1048,720000,3,3,2020,1159,3,3,0,2000,0,208 N 45th St,Seattle
1049,374000,3,2,2000,9416,1,4,0,1961,2001,12401 NE 108th Ln,Kirkland
1050,189650,2,2,1100,7600,1,3,0,1980,0,1215 S 211th St,Des Moines
1051,420850,1,1,960,40946,1,5,0,1945,0,10815 E Lake Joy Dr NE,Carnation
1052,815000,4,3,3488,9614,2,3,0,1998,2006,321 246th Way SE,Redmond
1053,1065000,2,2,1890,9466,2,3,0,1987,2000,130 97th Ave NE,Bellevue
1054,199000,4,2,2030,8120,2,3,0,1950,2005,11226 57th Ave S,Seattle
1055,195000,3,2,1380,7350,1,3,390,1981,2013,18600-18698 SE 259th Pl,Covington
1056,1506000,4,3,3660,5800,2,3,300,1909,1995,1020 15th Ave E,Seattle
1057,288400,3,2,1870,3230,2,3,0,1997,0,3901 NE 5th Pl,Renton
1058,442000,4,2,2080,12007,1,4,860,1979,0,1740 216th Pl NE,Sammamish
1059,619420,4,3,2450,14803,2,4,0,1988,0,8537 135th Ave SE,Newcastle
1060,635000,4,2,2750,6180,1,4,1250,1948,0,3821 39th Ave S,Seattle
1061,210000,3,1,1240,4842,1,4,0,1916,0,9612-9618 Renton Ave S,Seattle
1062,512500,3,3,1900,7604,2,3,0,1990,2009,11125 115th Ave NE,Kirkland
1063,567000,3,3,2540,6093,2,3,0,1999,0,7913-7935 79th Way NE,Kirkland
1064,525000,3,3,2100,10362,2,3,590,1998,2006,3 Ober Strasse,Snoqualmie Pass
1065,475000,4,2,1790,2250,1,4,950,1909,1989,1017 N 38th St,Seattle
1066,250000,3,2,1170,7258,1,3,0,1984,0,29812 55th Pl S,Auburn
1067,220000,3,1,1060,9126,1,5,0,1956,0,1122 Harding St,Enumclaw
1068,230000,5,2,1930,6120,1,3,0,1941,1969,10645 2nd Ave SW,Seattle
1069,385500,3,2,1540,7947,1,3,420,1961,2004,9215 NE 183rd St,Bothell
1070,895000,5,3,2876,13927,1,4,906,1973,0,5558 W Mercer Way,Mercer Island
1071,368250,3,3,2150,7484,2,3,0,1988,2000,932 223rd Pl NE,Sammamish
1072,249900,2,1,1140,5500,1,3,0,1947,2012,9412 24th Ave SW,Seattle
1073,350000,3,2,980,7790,1,5,0,1969,0,9753 NE 127th Pl,Kirkland
1074,175000,3,2,1230,13056,1,4,0,1962,0,31649-31799 44th Ave S,Auburn
1075,270000,3,2,1390,10905,1,3,530,1957,2000,5601-5605 21st Ave SW,Seattle
1076,495000,3,4,2380,6250,2,3,710,1997,0,6521-6599 S Norfolk St,Seattle
1077,1580000,3,3,3690,7200,2,3,0,2007,0,440 8th Ave,Kirkland
1078,542500,5,3,3010,1074218,1,5,1000,1931,0,16200-16398 252nd Ave SE,Issaquah
1079,330000,3,1,1250,9126,1,3,0,1969,2010,17510 194th Ave NE,Woodinville
1080,1003000,4,3,2290,6120,2,4,120,1926,1993,124 NE 63rd St,Seattle
1081,299800,2,1,790,5240,1,4,0,1925,1968,8041-8299 Beacon Ave S,Seattle
1082,299900,3,3,2720,6014,2,3,0,2002,0,29820 125th Pl SE,Auburn
1083,691000,4,3,2550,8632,1,3,850,1972,2002,4118 107th Pl NE,Kirkland
1084,195000,2,1,1080,3899,1,4,0,1972,0,24807 10th Ave S,Des Moines
1085,405000,3,2,2470,9620,1,4,900,1962,0,1018 S 226th St,Des Moines
1086,360000,2,1,850,7710,1,5,300,1909,1988,2458 S Ferdinand St,Seattle
1087,256750,3,3,1990,8991,1,3,420,1969,2010,23255 133rd Ave SE,Kent
1088,332500,3,2,1800,10500,2,3,0,1995,0,23902 231st Pl SE,Maple Valley
1089,975000,5,4,4850,36450,2,3,0,1977,2004,13600 NE 36th Pl,Bellevue
1090,218000,3,1,1020,7874,1,3,0,1956,2001,9455 8th Ave SW,Seattle
1091,429000,3,3,2420,49928,2,3,560,1985,0,24998 SE 155th Pl,Issaquah
1092,589000,4,3,2910,5776,2,3,0,1998,2006,6907 Fairway Ave SE,Snoqualmie
1093,255000,3,2,1060,9039,1,3,0,1973,2013,19300 142nd Pl SE,Renton
1094,668750,4,3,2340,6420,1,3,750,1964,2000,2148 NW 197th St,Shoreline
1095,344500,4,3,1800,5453,1,3,750,2002,0,1816 Talbot Rd S,Renton
1096,452000,4,2,1660,6150,1,3,810,1945,2010,7308 28th Ave SW,Seattle
1097,540000,3,2,1300,62290,1,3,0,1983,2009,26933 NE Union Hill Rd,Redmond
1098,246000,3,2,1780,23819,1,3,0,1953,0,12432 16th Ave S,Seattle
1099,535000,2,1,1030,4841,1,3,110,1939,1969,1317 N 79th St,Seattle
1100,970000,4,3,2790,5420,1,3,1660,1963,2013,19400-19498 23rd Ave NW,Shoreline
1101,430000,3,1,1150,3000,1,5,0,1906,0,945 N 80th St,Seattle
1102,520000,4,3,3290,11446,2,3,0,1992,0,8020 NE 153rd Pl,Kenmore
1103,712000,4,3,3400,247421,2,3,0,2001,0,27728 SE 268th St,Ravensdale
1104,450000,2,1,1200,4000,1,3,130,1940,1996,3026 37th Ave SW,Seattle
1105,220000,4,3,2160,8005,2,3,0,1993,0,767 Oakhurst Dr,Pacific
1106,525000,3,1,1450,4000,1,4,500,1948,0,5155 54th Ave S,Seattle
1107,1220000,4,3,3240,3600,2,3,1180,2008,0,2433 1st Ave N,Seattle
1108,540000,3,2,1470,1691,2,3,470,2007,0,1032 NE 63rd St,Seattle
1109,600000,4,3,2360,5226,2,3,0,2001,0,8410 NE 124th St,Kirkland
1110,600000,3,2,2230,9053,2,4,0,1987,0,5718 147th Ave NE,Bellevue
1111,625000,4,3,2630,48706,2,3,0,1986,0,16021 NE 203rd Pl,Woodinville
1112,150000,3,1,1010,25000,1,3,0,1966,1963,10626 Kelly Rd NE,Carnation
1113,389999,3,2,1445,1471,2,3,145,2003,0,206 Lingering Pine Dr NW,Issaquah
1114,285000,3,2,2380,6000,1,3,1060,1935,1974,8723 S 117th St,Seattle
1115,744000,4,3,2830,13059,2,3,0,1998,2006,26592 SE 15th St,Sammamish
1116,700000,4,3,3010,46173,2,3,0,1996,0,4375 279th Ave NE,Redmond
1117,318989,4,2,2000,9000,1,4,0,1978,2000,4231 SW 323rd St,Federal Way
1118,556000,3,2,2020,3600,2,3,0,1998,2006,13031 NE 70th Dr,Kirkland
1119,275000,3,3,2030,6326,2,3,0,1993,0,23418 SE 282nd Pl,Maple Valley
1120,430000,3,3,2550,11160,2,3,0,1994,0,14540 5th Ave NE,Shoreline
1121,300000,2,1,970,13700,1,3,0,1949,1998,9807 22nd Ave SW,Seattle
1122,396450,3,2,1540,12446,1,5,0,1967,0,1106-1128 Lewis Ln SE,Issaquah
1123,225000,2,1,1396,111949,1,3,0,1940,1997,24841 Redmond-Fall City Rd NE,Redmond
1124,700000,4,3,2780,7875,2,3,0,2006,0,543 N 138th St,Seattle
1125,260000,6,2,2220,8797,1,3,0,1977,2004,142 11th St SE,Auburn
1126,655000,4,4,2350,13402,2,3,680,1994,0,11221 NE 106th Pl,Kirkland
1127,1185000,3,2,2760,40946,2,5,0,1978,0,13204 NE 45th St,Bellevue
1128,1550000,3,3,4460,26027,2,3,0,1992,0,126th Ln NE,Kirkland
1129,413800,3,2,1440,4421,1,3,0,2007,0,23571-23613 NE Twinberry Way,Redmond
1130,950000,5,4,5330,6000,2,3,1760,2006,0,832 Summerhill Ridge Dr NW,Issaquah
1131,334990,4,3,2220,4228,2,3,0,2014,0,11283-11399 5th Ave SW,Seattle
1132,2700000,5,5,5305,8401,2,3,1560,2005,0,1010 6th St W,Kirkland
1133,1030000,3,4,3880,13095,2,3,180,2009,0,8090 Juanita Dr NE,Kirkland
1134,1130000,4,3,3810,8519,1,3,1130,2007,0,10022 NE 110th St,Kirkland
1135,556000,3,3,1960,1168,2,3,360,2007,0,1150 NE Park Dr,Issaquah
1136,360000,3,3,1530,1131,3,3,0,2009,0,933 N 97th St,Seattle
1137,480000,4,2,3250,34293,2,4,0,1983,0,28030 185th Pl SE,Kent
1138,324000,3,3,1750,7208,2,3,0,1994,0,11201 SE 190th Pl,Renton
1139,1050000,4,3,3440,35021,2,3,0,1983,2009,11704 NE 41st St,Kirkland
1140,275000,1,1,1170,14149,1,5,290,1962,0,37316 W Lake Walker Dr SE,Enumclaw
1141,180000,3,1,870,5330,1,3,0,1969,2014,19654 SE 260th St,Covington
1142,749000,4,3,2930,18199,2,3,0,1998,2006,1645 219th Pl SE,Sammamish
1143,1600000,3,3,3160,12824,1,4,1340,1966,0,9410 Lake Washington Blvd NE,Bellevue
1144,373500,2,1,800,3330,1,3,0,1918,0,108 NW 41st St,Seattle
1145,770000,4,3,2350,8001,2,4,0,1987,0,14019 SE 61st Pl,Bellevue
1146,356000,2,2,1060,16470,1,3,0,1977,2004,15523 187th Ave NE,Woodinville
1147,625000,3,2,2060,12558,1,4,710,1984,0,6619 147th Ct NE,Redmond
1148,494400,2,2,1560,1750,1,4,780,1904,0,115 Blaine St,Seattle
1149,585000,4,2,3000,42200,1,3,1500,1950,2005,3901 Park Ave N,Renton
1150,926300,3,2,1660,4800,2,3,0,1907,1983,1814 1st Ave W,Seattle
1151,600000,3,2,1650,5100,1,5,610,1908,0,547 NE 81st St,Seattle
1152,430000,4,3,3220,8936,2,3,770,1990,2009,20301 96th Ave S,Kent
1153,307000,3,2,2320,7500,1,3,0,1976,0,26905 NE Cherry St,Duvall
1154,604700,4,3,2750,14982,1,3,1030,1981,2013,27318 10th Pl S,Des Moines
1155,219900,3,1,910,6000,1,2,0,1956,0,303 SW 108th St,Seattle
1156,270000,2,2,840,867,2,3,0,2005,0,9122 23rd Ave NE,Seattle
1157,432000,3,2,1470,1578,2,3,380,2007,0,7202 California Ave SW,Seattle
1158,300000,6,2,2040,10812,1,4,0,1943,0,555 Index Ave NE,Renton
1159,361000,3,1,1100,4046,1,4,0,1922,0,28764 Redondo Beach Dr S,Des Moines
1160,249950,2,1,940,8532,1,4,0,1959,0,628 SW 136th St,Burien
1161,320000,3,2,1110,10500,1,5,0,1978,0,17040 426th Ave SE,North Bend
1162,305000,4,2,2200,8100,1,5,800,1942,0,12036 23rd Ave S,Seattle
1163,503000,2,2,2860,59612,1,3,1350,1948,2003,4338 SW 307th St,Federal Way
1164,235750,2,1,740,11250,1,2,0,1938,0,11050 24th Pl SW,Seattle
1165,657000,4,2,2740,8520,1,3,1370,1954,2005,5524 S Morgan St,Seattle
1166,385000,3,1,1250,7300,1,4,0,1956,0,16204 SE 8th St,Bellevue
1167,389950,4,3,3140,8060,2,3,0,1991,0,32800 7th Ave SW,Federal Way
1168,150000,2,1,820,10270,1,3,0,1954,2005,10218 Aqua Way S,Seattle
1169,254500,4,3,2570,7264,2,3,850,1998,2006,1621 56th Ct SE,Auburn
1170,555000,4,2,2350,8140,1,4,920,1977,0,15800 SE 50th St,Bellevue
1171,1075000,4,3,3600,9200,1,4,1500,1976,1992,2646 168th Ave SE,Bellevue
1172,245000,4,2,1580,8000,1,3,540,1967,2011,2306 S 284th Pl,Federal Way
1173,319950,2,1,1070,5824,1,5,0,1949,0,7057 S Lakeridge Dr,Seattle
1174,337000,3,1,1070,6109,1,5,0,1951,0,12551 Roosevelt Way NE,Seattle
1175,492000,4,2,1640,5000,2,3,0,1907,1983,639 NW 52nd St,Seattle
1176,1170000,3,3,2890,12130,2,4,60,1987,0,4506 Lake Washington Blvd NE,Kirkland
1177,348580,3,1,1220,7876,1,3,0,1966,1963,14405 105th Ave NE,Kirkland
1178,180000,2,1,1400,4500,1,3,500,1922,2008,309 Hardie Ave NW,Renton
1179,400000,3,1,1040,6250,1,3,0,1942,1999,5440 42nd Ave SW,Seattle
1180,295000,4,2,980,10640,1,5,0,1978,0,17026 426th Ave SE,North Bend
1181,910000,4,3,3340,10890,1,3,1100,1963,2000,15243 NE 71st Ct,Redmond
1182,1150000,6,5,6040,219542,2,3,1940,1996,0,4616 252nd Ave SE,Issaquah
1183,431500,3,4,1900,1612,2,3,470,2008,0,6527 41st Ave SW,Seattle
1184,180000,4,2,1740,7292,1,3,720,1962,2003,13904 24th Ave S,SeaTac
1185,677000,3,2,2000,3207,1,4,900,1916,0,1330 N Lucas Pl,Seattle
1186,1180500,3,2,1610,7200,1,3,520,1973,2013,1015 36th Ave E,Seattle
1187,635700,4,3,3240,13978,1,3,1380,1977,2004,2069 211th Ave NE,Sammamish
1188,482000,5,2,2230,9600,1,3,910,1978,0,16218 195th Pl NE,Woodinville
1189,168000,2,3,1160,2174,2,3,0,1998,2006,8601-8633 26th Ave SW,Seattle
1190,805000,4,3,2410,6000,1,5,1000,1950,0,3210 NW 58th St,Seattle
1191,398000,2,1,590,10945,1,3,0,1983,2009,29613-29615 232nd Ave SE,Black Diamond
1192,665000,4,3,2600,17388,2,3,0,1996,0,14623 SE 82nd Ct,Newcastle
1193,592500,4,3,2170,8240,1,4,800,1968,0,18504 NE 21st St,Redmond
1194,940000,4,3,2080,4000,1,3,0,1912,2000,6042 Sycamore Ave NW,Seattle
1195,655000,4,3,2860,12394,2,3,0,1999,0,2853 234th Ave SE,Sammamish
1196,622500,4,3,2980,8107,2,3,0,2000,0,34823 Rhododendron Dr SE,Snoqualmie
1197,380000,2,3,1230,987,2,3,170,2011,0,2031 S Washington St,Seattle
1198,648360,4,2,2260,7005,1,4,1130,1947,1988,137 18th Ave,Kirkland
1199,432000,3,3,2200,14925,1,3,1100,1982,0,21013 NE 60th Pl,Redmond
1200,1050000,4,3,3030,12590,1,4,0,1988,0,3255 111th Ave SE,Bellevue
1201,353250,2,1,1060,1600,2,3,0,1979,2014,1523 30th Ave S,Seattle
1202,1000000,4,3,4260,18687,2,3,0,1996,0,2432 267th Ct SE,Sammamish
1203,320000,3,2,998,844,2,3,200,2007,0,820 NW 95th St,Seattle
1204,349900,4,3,2052,3723,2,3,0,2014,0,35650 30th Ave S,Federal Way
1205,330000,4,4,3150,6202,2,3,0,2005,0,22547 134th Pl SE,Kent
1206,408000,3,2,1950,7221,1,4,0,2006,0,3742 S 192nd St,SeaTac
1207,321000,3,2,1347,1292,3,3,0,2010,0,14007-14017 35th Ave NE,Seattle
1208,1051000,4,4,3860,5474,2,3,0,2007,0,2603 NE Davis Loop,Issaquah
1209,2150000,4,6,5060,10320,2,3,0,2008,0,1500-1598 98th Ave NE,Bellevue
1210,359000,3,2,1360,885,3,3,0,2008,0,709 N 94th St,Seattle
1211,300000,5,3,2760,6000,2,3,0,2006,0,843 S Rose St,Seattle
1212,380000,5,4,2420,4670,2,3,0,2013,1923,8803 38th Ave S,Seattle
1213,660000,3,3,2450,4332,2,3,0,2010,0,10741 242nd Pl NE,Redmond
1214,355000,3,2,1280,959,3,3,0,2005,0,8526 Nesbit Ave N,Seattle
1215,259000,3,3,1550,3569,2,3,0,2011,0,1506 51st St NE,Auburn
1216,353000,1,1,550,1279,2,3,0,2008,0,1620 14th Ave,Seattle
1217,430000,2,3,1520,1588,2,3,280,2007,0,2310 15th Ave S,Seattle
1218,460000,3,1,1670,4005,1,4,500,1939,1989,8030 18th Ave NW,Seattle
1219,80000,1,1,430,5050,1,2,0,1912,0,32215 E Rutherford St,Carnation
1220,782000,4,3,2380,9614,2,4,0,1991,0,16810 SE 47th Way,Bellevue
1221,218000,3,1,960,9633,1,5,0,1982,0,506 Harmony Ln,Enumclaw
1222,325000,3,1,1920,6862,1,3,800,1952,2008,4602 S Fletcher St,Seattle
1223,980000,4,3,3680,5854,1,3,1620,1967,2011,1414 Magnolia Blvd W,Seattle
1224,902000,4,2,2530,9200,1,5,960,1976,0,4632 141st Ct SE,Bellevue
1225,556000,5,3,3840,16905,2,3,0,1991,0,739 SW 337th St,Federal Way
1226,662990,3,2,1240,3600,1,5,0,1926,0,2552 57th Ave SW,Seattle
1227,225000,2,1,1300,11867,1,4,0,1975,0,33023 SE 310th St,Ravensdale
1228,439950,4,3,2380,12067,2,3,0,2002,0,313 Mt Baker Pl NE,Renton
1229,175000,2,1,1300,44431,1,5,0,1958,0,30557 55th Ave S,Auburn
1230,306000,2,1,780,13500,1,4,0,1946,1989,15210 Mink Rd NE,Woodinville
1231,235000,4,3,1810,39639,1,3,580,1970,2014,17421 SE Covington Sawyer Rd,Kent
1232,399500,3,2,2420,12676,2,3,0,1911,1986,227 W Park St,North Bend
1233,478000,3,1,1280,2580,1,3,0,1910,2014,6008 8th Ave NE,Seattle
1234,515000,2,1,1680,6500,1,4,540,1941,1998,5906 44th Ave SW,Seattle
1235,550000,3,3,2510,5400,2,3,0,1992,0,919 N 33rd St,Renton
1236,149000,3,1,1700,8645,1,3,0,1955,2005,12701 2nd Ave SW,Seattle
1237,526000,3,2,1680,3420,1,3,720,1992,0,7717 35th Ave NE,Seattle
1238,527550,1,1,820,59677,1,3,0,1999,0,7608 N Fork Rd SE,Snoqualmie
1239,1050000,3,4,4380,42769,2,5,0,1983,0,17301 NE 131st St,Redmond
1240,625000,3,3,2600,10092,1,3,0,1984,0,22922 NE 14th St,Sammamish
1241,950000,5,3,3400,7452,2,3,0,1999,0,15251 NE 6th St,Bellevue
1242,377691,5,2,2120,8399,1,4,800,1942,1982,18318 Meridian Ave N,Shoreline
1243,648475,4,3,2250,5700,1,3,1050,1951,1994,2436 Dexter Ave N,Seattle
1244,383000,3,1,1800,5612,1,4,600,1942,1982,8639 36th Ave SW,Seattle
1245,535000,3,3,2210,7620,2,3,0,1994,0,10526 157th Ave NE,Redmond
1246,449950,3,2,1560,4080,2,3,0,1923,1982,828 NE 83rd St,Seattle
1247,465425,4,3,2430,20720,1,3,0,1967,2011,14951 NE 204th St,Woodinville
1248,675000,4,3,2560,36601,2,4,0,1987,0,26007 SE 27th St,Sammamish
1249,599000,3,3,1960,2500,1,5,550,1926,0,427 N 63rd St,Seattle
1250,416000,3,2,1110,9762,1,4,0,1963,0,14222 NE 80th Pl,Redmond
1251,595000,2,2,1030,4500,1,3,200,1924,2011,2726 Mayfair Ave N,Seattle
1252,200000,4,1,1350,11507,1,3,0,1966,1963,19516-19598 108th Ave SE,Renton
1253,402000,3,2,1540,1827,2,3,0,2005,0,2460 NE Park Dr,Issaquah
1254,433000,4,2,1830,9600,1,4,820,1966,0,16130 SE Newport Way,Bellevue
1255,275000,4,2,1930,15531,2,3,0,1979,2014,28616 28th Pl S,Federal Way
1256,410000,3,2,1650,9641,1,3,0,1983,2009,12721 83rd Ct NE,Kirkland
1257,554820,4,2,3510,12905,1,3,1300,1965,1982,1962 SW 172nd St,Burien
1258,1325000,4,3,3370,7920,1,3,1510,1988,2000,3524 NW 67th St,Seattle
1259,735000,3,3,2390,9157,2,3,0,1984,0,14500-14526 NE 61st St,Redmond
1260,607000,3,1,1230,8114,1,4,0,1951,1999,3126 108th Ave SE,Bellevue
1261,549900,4,3,2830,213879,2,4,0,1987,0,34422 176th Ave SE,Auburn
1262,258000,3,2,1620,7540,1,3,310,1988,2000,21659 SE 266th St,Maple Valley
1263,661254,4,4,2290,6250,1,5,600,1940,0,2319 41st Ave SW,Seattle
1264,945000,4,2,2840,13367,1,3,1420,1952,2008,9723 NE 15th St,Clyde Hill
1265,799950,4,4,4220,196817,2,3,0,1993,0,5002 Jasmine Ave SE,Auburn
1266,132500,3,1,1080,10500,1,3,0,1967,2011,4411 S 314th St,Auburn
1267,467100,3,2,1620,8645,1,3,430,1973,2013,6605-6609 141st Pl NE,Redmond
1268,1610000,4,4,4390,11600,2,3,1330,1990,2009,2758 68th Ave SE,Mercer Island
1269,641000,3,2,1620,3975,1,5,680,1926,0,6729 Dibble Ave NW,Seattle
1270,350000,3,1,1010,11244,1,4,0,1947,1988,16220 8th Ave NE,Shoreline
1271,335000,4,3,1750,8476,1,4,510,1983,0,15216 SE 176th Pl,Renton
1272,900000,3,4,4080,217697,1,3,0,2000,0,37739 Auburn Enumclaw Rd SE,Auburn
1273,440000,4,3,2560,10400,1,4,1280,1965,0,749 Mountain View Pl SW,Issaquah
1274,464600,3,2,1120,5500,1,4,0,1925,1968,6617 Beveridge Pl SW,Seattle
1275,1200000,4,4,4740,172497,2,3,0,2003,0,19933 NE 85th St,Redmond
1276,300000,2,1,1340,7788,1,3,0,1947,2012,7111 S Ryan St,Seattle
1277,670500,4,2,1590,6750,1,3,0,1951,1994,2333 12th Ave E,Seattle
1278,552000,3,1,1430,5000,1,4,350,1919,1985,6008 29th Ave NE,Seattle
1279,244000,4,1,1450,8960,1,3,0,1943,2002,1011 SW 118th St,Seattle
1280,788600,4,3,3500,7200,2,3,0,2005,0,8930-9034 236th Ave NE,Redmond
1281,445000,3,2,1630,8702,1,3,0,1987,2000,1905 NE 29th Ct,Renton
1282,530000,4,2,1814,5000,1,4,870,1951,1999,7532 44th Ave NE,Seattle
1283,90000,2,1,580,7500,1,3,0,1943,2002,6621 S 131st Pl,Seattle
1284,585000,3,2,1670,4572,1,3,0,1931,0,7705 13th Ave NW,Seattle
1285,498000,2,2,1140,8282,1,3,0,1924,2009,2086 Market St,Kirkland
1286,379000,2,1,800,6380,1,3,0,1940,1996,1709 NE 86th St,Seattle
1287,462000,3,2,1300,2580,1,5,480,1919,1934,825 NE 63rd St,Seattle
1288,388000,4,3,2440,7155,2,3,0,1993,0,16032 SE 170th Pl,Renton
1289,255000,3,2,1490,8371,1,3,0,1984,0,11405 SE 229th St,Kent
1290,665000,3,3,1800,9550,1,4,480,1966,0,12115 SE 44th Pl,Bellevue
1291,550000,3,2,1830,9152,1,5,0,1959,0,11815 SE 56th St,Bellevue
1292,606000,3,1,1500,3920,1,3,500,1947,2012,128 NW 59th St,Seattle
1293,334000,4,3,2210,6080,1,4,800,1965,0,12413 84th Ave S,Seattle
1294,360000,3,2,1270,1323,3,3,0,2006,0,8830 Midvale Ave N,Seattle
1295,235000,2,1,1140,1730,1,3,130,2007,0,3002 SW Cycle Ct,Seattle
1296,580000,3,3,1620,1173,3,3,150,2008,0,5410 Greenwood Ave N,Seattle
1297,355000,3,2,1220,1186,3,3,0,2007,0,9245a Interlake Ave N,Seattle
1298,375000,2,3,750,1430,2,3,0,2006,0,1700 E Columbia St,Seattle
1299,372000,4,2,1960,9300,1,5,620,1979,0,16803 426th Pl SE,North Bend
1300,479000,3,1,1370,3000,1,3,0,1924,2011,611 N 46th St,Seattle
1301,2000000,5,4,4580,4443,3,3,0,2004,2003,4277 E Lake Sammamish Shore Ln SE,Sammamish
1302,1680000,4,4,5584,68257,2,3,0,1998,2006,29002 NE 3rd Way,Carnation
1303,501000,2,1,1010,4320,1,5,0,1924,1956,7550 Roosevelt Way NE,Seattle
1304,245000,3,2,1260,6908,1,3,0,1994,0,23221 SE 242nd St,Maple Valley
1305,496700,3,3,1740,5782,2,4,0,1989,0,3512 253rd Ct SE,Issaquah
1306,347000,4,2,2670,10026,2,3,0,1996,0,1121 48th Ct SE,Auburn
1307,199000,2,1,720,7200,1,5,0,1943,0,3113 SE 6th St,Renton
1308,440500,3,3,2460,4399,2,3,0,2007,0,34214 SE Carmichael St,Snoqualmie
1309,820000,4,3,3670,7000,2,3,0,2005,0,19454 SE 27th Pl,Sammamish
1310,325000,4,4,2630,3435,1,3,990,1984,0,18641 48th Pl S,SeaTac
1311,195000,3,2,1570,8459,1,3,0,1991,0,1168 Semanski St,Enumclaw
1312,675000,3,3,2980,28000,1,3,1160,1981,2013,15017-15023 NE 144th St,Redmond
1313,295000,3,3,1560,4200,2,3,0,2003,0,23620 SE 243rd Pl,Maple Valley
1314,355300,3,3,1620,7410,1,5,0,1955,0,19584-19766 Meridian Ave N,Shoreline
1315,276000,3,1,1140,5000,1,3,0,1960,2012,5403 23rd Ave SW,Seattle
1316,460000,2,2,2730,19877,1,4,1160,1976,1992,19807 330th Ave NE,Duvall
1317,880000,3,2,2130,35169,1,4,0,1989,0,16704 162nd Ave NE,Woodinville
1318,370000,3,3,1780,4050,2,3,0,2001,0,1743 NE 146th St,Shoreline
1319,346000,4,3,2100,3916,2,3,0,2009,0,11674 SE 189th Pl,Renton
1320,172500,3,1,1140,8800,1,3,0,1972,2002,4804 S 378th St,Auburn
1321,379950,3,2,1690,9144,1,4,550,1956,0,6601 NE 153rd Pl,Kenmore
1322,468000,2,1,1160,6000,1,4,300,1942,1982,3169 NE 85th St,Seattle
1323,477000,4,3,1720,6270,2,3,0,1978,0,5149 S Graham St,Seattle
1324,529000,3,1,1210,3328,1,4,0,1924,0,6015 5th Ave NW,Seattle
1325,312000,3,2,1255,1374,3,3,0,2004,2003,11716 16th Ave NE,Seattle
1326,326100,2,1,880,7683,1,3,0,1942,1999,11709 3rd Ave NW,Seattle
1327,360000,3,1,1050,9206,1,3,0,1954,2005,10710 Lake City Way NE,Seattle
1328,438000,3,2,1650,12940,1,4,0,1961,2001,18504 57th Ave NE,Kenmore
1329,360000,3,1,1570,9467,1,3,0,1954,2005,19141 1st Ave NW,Shoreline
1330,1050000,4,3,2920,7200,1,3,1450,1921,2006,3438-3474 S Charles St,Seattle
1331,688000,4,3,3000,4000,1,3,1030,1913,2014,3220 19th Ave S,Seattle
1332,585000,3,2,1850,7735,1,4,0,1983,0,4640 193rd Ave SE,Issaquah
1333,265000,3,3,1440,7741,1,4,440,1983,0,11009 SE 220th Pl,Kent
1334,375000,3,2,1440,8775,1,3,0,1973,2013,13607 128th Ave NE,Kirkland
1335,326500,3,1,1810,12375,2,3,0,1970,2014,15717 126th Pl NE,Woodinville
1336,160000,2,1,1180,9350,1,3,0,1918,0,12662 60th Ave S,Seattle
1337,1570000,4,4,3070,5850,2,5,670,1927,0,1527 39th Ave E,Seattle
1338,735000,5,3,3390,5211,2,3,0,2004,2003,Trossachs Blvd SE,Sammamish
1339,400000,2,1,1470,6120,1,2,0,1940,0,3825 NE 87th St,Seattle
1340,800000,4,3,2680,7200,1,3,1300,1952,2013,11540 NE 91st St,Kirkland
1341,949880,4,2,2290,10687,2,3,0,1978,0,10413 SE 25th St,Bellevue
1342,405000,3,2,1980,8100,1,4,670,1949,1985,2317 N 147th St,Shoreline
1343,399000,4,3,2870,9292,2,3,330,1979,2014,16727 163rd Pl SE,Renton
1344,730001,3,2,1840,4750,1,5,830,1951,0,7741 29th Ave NW,Seattle
1345,1795000,4,3,4060,13000,2,3,0,2000,0,6875 SE 33rd St,Mercer Island
1346,260000,3,2,1630,8018,1,3,0,2003,0,311 Dereks Pl,Pacific
1347,751750,2,2,1880,5400,1,3,0,1902,0,516 16th Ave E,Seattle
1348,325000,3,2,1780,13095,1,4,0,1983,0,26222 142nd Ave SE,Kent
1349,344950,4,2,2330,6250,1,4,930,1941,1998,440 Scenic Way,Kent
1350,457500,3,2,1840,4030,1,5,790,1925,0,1626 S Bennett St,Seattle
1351,389000,5,2,2330,10750,1,4,1140,1962,0,14323 73rd Ave NE,Kenmore
1352,515000,4,3,3200,6473,2,3,0,2005,0,5201 NE 11th Ct,Renton
1353,732000,3,3,2330,1987,2,3,920,2004,2003,6123 37th Ave NW,Seattle
1354,415000,3,2,1950,8868,1,3,600,1964,2000,1531 NE 172nd St,Shoreline
1355,1655000,4,4,3080,4815,2,3,780,1937,2009,2441-2499 Crane Dr W,Seattle
1356,535000,2,1,1040,5527,1,3,0,1951,1994,6559 42nd Ave NE,Seattle
1357,540000,4,4,1960,3565,2,3,0,1940,2003,2113 41st Ave SW,Seattle
1358,525000,5,3,2750,3800,1,5,1000,1926,0,7550 14th Avenue Northeast,Seattle
